,ID_1,RA,DEC,PER,Q,M,NU,rMean,primary_class,secondary_class,ra_1,dec_1,id_2,ra_2,dec_2,Jmag,Hmag,Kmag,e_Jmag,e_Hmag,e_Kmag,Qfl,Rfl,ra_3,dec_3,AllWISE,RAJ2000_3,DEJ2000_3,W1mag,W2mag,W3mag,W4mag,e_W1mag,e_W2mag,e_W3mag,e_W4mag,ccf,ex,var,qph,__3_6_,e__3_6_,__4_5_,e__4_5_,__5_8_,e__5_8_,__8_0_,e__8_0_,__24_,e__24_,__70_,e__70_,RAJ2000_4,DEJ2000_4,Separation
157,GDR1_2067059732550905600,312.68135869358946,44.26436396279608,3.0938359927379504,0.7036261539759984,-0.0662734398043177,0.01414646191308,16.649337016091955,qps,,312.68135869358946,44.26436396279608,GDR1_2067059732550905600,312.68135869358946,44.26436396279608,13.391,12.46,12.054,0.026,0.032,0.023,AAA,222.0,312.68135869358946,44.26436396279608,J205043.57+441551.6,312.6815444,44.2643606,11.229,10.689,9.004,8.534,0.025,0.022,0.086,,hh00,1,990n,AAAU,11.13,0.05,10.73,0.05,10.4,0.06,9.76,0.06,7.06,0.27,,,312.68133499999993,44.264385,0.0
158,GDR1_2067061691055800448,312.5413045611885,44.255897046358434,211.01752396179336,0.5034853998645563,0.0268972693479701,0.0318894808724769,18.10320173222656,qpd,,312.5413045611885,44.255897046358434,GDR1_2067061691055800448,312.5413045611885,44.255897046358434,14.276,13.123,12.646,0.03,0.035,0.028,AAA,222.0,312.5413045611885,44.255897046358434,J205009.89+441521.6,312.5412418,44.256001,11.96,11.368,8.958,6.879,0.03,0.027,0.036,0.13,000d,1,6611,AAAB,11.95,0.05,11.56,0.05,11.1,0.06,9.85,0.06,6.64,0.06,,,312.54126,44.255875,0.0
159,GDR1_2067062618768745728,312.6377938867216,44.26074778882028,9.480335991080452,0.6982199160869714,-0.0582152622154752,0.0169660471355867,17.495957253084107,qps,,312.6377938867216,44.26074778882028,GDR1_2067062618768745728,312.6377938867216,44.26074778882028,13.803,12.775,12.152,0.028,0.031,0.025,AAA,222.0,312.6377938867216,44.26074778882028,J205033.09+441538.6,312.6378866,44.2607322,11.497,10.953,8.509,5.728,0.025,0.023,0.145,0.148,0000,1,9900,AABB,11.35,0.05,10.95,0.05,10.56,0.06,9.81,0.06,6.89,0.17,,,312.63775611111106,44.26075,0.0
160,GDR1_2067062824937136000,312.6543514096502,44.30684138979343,191.14715251466205,0.5720603718755217,0.4855464861423546,0.0208678916876339,14.797057259177215,qpd,,312.6543514096502,44.30684138979343,GDR1_2067062824937136000,312.6543514096502,44.30684138979343,11.271,10.213,9.656,0.029,0.038,0.026,AAA,222.0,312.6543514096502,44.30684138979343,J205037.01+441824.5,312.6542325,44.3068297,8.842,8.129,6.578,5.531,0.023,0.02,0.061,0.224,0hdd,1,1200,AAAB,8.56,0.05,8.06,0.05,7.56,0.05,6.83,0.05,4.39,0.06,,,312.6542661111111,44.30682,0.0
161,GDR1_2067067807089176192,312.2990627247952,44.20914006932029,0.9118839944087016,0.8855123336794467,0.1403220026843028,0.017852747707043,17.492141815891475,s,,312.2990627247952,44.20914006932029,GDR1_2067067807089176192,312.2990627247952,44.20914006932029,13.312,12.213,11.718,0.025,0.029,0.023,AAA,222.0,312.2990627247952,44.20914006932029,J204911.77+441232.9,312.2990674,44.2091436,11.032,10.711,10.33,8.362,0.023,0.021,0.186,0.356,0000,0,990n,AABB,10.93,0.06,10.75,0.05,10.57,0.06,10.31,0.06,6.86,0.05,,,312.2991030555555,44.20916,0.0
162,GDR1_2067069937403328128,312.1369366609665,44.199896751032334,115.05598312370708,0.8362540098485396,-0.167809307527507,0.0185467509329208,17.987367584393066,qps,,312.1369366609665,44.199896751032334,GDR1_2067069937403328128,312.1369366609665,44.199896751032334,14.165,13.226,12.748,0.029,0.032,0.028,AAA,222.0,312.1369366609665,44.199896751032334,J204832.86+441159.6,312.1369429,44.1999032,12.218,11.764,9.66,7.571,0.029,0.026,0.26,0.43,0h00,0,220n,AABC,12.21,0.05,11.85,0.05,11.65,0.06,11.21,0.09,8.02,0.14,,,312.1368711111111,44.19987111111111,0.0
163,GDR1_2067074301079809408,312.38411283044843,44.28419106599425,4.752594487428073,0.686107365212561,0.1368733205142061,0.080628094796963,17.360921175766016,qps,,312.38411283044843,44.28419106599425,GDR1_2067074301079809408,312.38411283044843,44.28419106599425,13.853,12.374,11.362,0.028,0.035,0.026,AAA,222.0,312.38411283044843,44.28419106599425,J204932.19+441703.0,312.3841445,44.2841796,10.313,9.603,8.14,6.683,0.024,0.02,0.036,0.25,HH00,0,nn1n,AAAB,10.19,0.05,9.63,0.05,9.27,0.05,8.78,0.05,6.69,0.05,,,312.38409388888886,44.28422888888888,0.0
164,GDR1_2067120514926515200,312.1200287972347,44.403194018955965,9.017099354611185,0.5246423231823361,0.013071655355351,0.0076217036370196,16.55561252376543,qps,,312.1200287972347,44.403194018955965,GDR1_2067120514926515200,312.1200287972347,44.403194018955965,12.589,11.559,11.066,0.031,0.035,0.028,AAA,222.0,312.1200287972347,44.403194018955965,J204828.79+442411.5,312.1199661,44.4031952,10.126,9.531,7.547,5.27,0.022,0.02,0.051,0.065,0h00,1,1100,AAAA,10.27,0.05,9.8,0.05,9.32,0.05,8.49,0.05,5.92,0.05,,,312.119995,44.40321305555555,0.0
165,GDR1_2067128658184872064,312.34681680905624,44.57699362853485,0.9209254187246996,0.7323302129521091,0.1345105793122381,0.0163899664177101,17.435537612727273,qps,l,312.34681680905624,44.57699362853485,GDR1_2067128658184872064,312.34681680905624,44.57699362853485,13.681,12.608,12.215,0.027,0.028,0.029,AAA,222.0,312.34681680905624,44.57699362853485,J204923.26+443436.8,312.3469197,44.5769155,11.6,11.029,8.608,8.483,0.022,0.021,0.094,,hhHH,1,66nn,AAAU,11.54,0.06,11.21,0.06,10.7,0.06,9.91,0.06,7.46,0.1,,,312.34683194444443,44.57699194444444,0.0
166,GDR1_2067128795623856256,312.3586594109029,44.591598598223285,,0.8556209820265287,0.3054540930246705,0.0123081344559242,18.356640868773237,s,,312.3586594109029,44.591598598223285,GDR1_2067128795623856256,312.3586594109029,44.591598598223285,14.363,13.319,12.967,0.031,0.032,0.029,AAA,222.0,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,0.0
167,GDR1_2161843098061857280,315.1948747006565,42.92404720463947,3.5456668576321446,0.7045349262710119,-0.0364451659951102,0.0653437726173468,18.31750028355264,qps,,315.1948747006565,42.92404720463947,GDR1_2161843098061857280,315.1948747006565,42.92404720463947,14.086,12.958,12.322,0.026,0.03,0.024,AAA,222.0,315.1948747006565,42.92404720463947,J210046.77+425526.5,315.1948779,42.924051,11.329,10.871,8.803,6.812,0.023,0.021,0.032,0.102,0000,0,9900,AAAA,,,,,,,,,,,,,,,0.0
168,GDR1_2162078393549548288,314.6652178869925,43.71918620169887,0.5518872465277158,0.6688696032227105,-0.0929082617032507,0.0043612437575791,14.4734824602649,qps,,314.6652178869925,43.71918620169887,GDR1_2162078393549548288,314.6652178869925,43.71918620169887,12.158,11.421,11.24,0.026,0.033,0.024,AAA,222.0,314.6652178869925,43.71918620169887,J205839.66+434308.9,314.6652819,43.7191555,11.087,11.131,10.764,7.681,0.023,0.022,0.107,0.314,000p,0,110n,AAAB,,,,,,,,,,,,,,,0.0
169,GDR1_2162091003573281920,314.15074819573965,43.359072063574246,32.60770622317977,0.8537364671583422,-0.1995948497399393,0.019995399426259,18.01416574013841,qps,,314.15074819573965,43.359072063574246,GDR1_2162091003573281920,314.15074819573965,43.359072063574246,14.388,13.346,12.807,0.029,0.026,0.023,AAA,222.0,314.15074819573965,43.359072063574246,J205636.17+432132.6,314.1507397,43.3590768,11.939,11.252,8.764,6.953,0.026,0.023,0.049,0.109,0000,0,2110,AAAA,11.72,0.05,11.19,0.05,10.71,0.06,9.67,0.06,6.84,0.05,,,314.15081805555553,43.35905805555555,0.0
170,GDR1_2162091278451209472,314.2148785903454,43.38047442503331,121.98577217991892,0.738204877736457,-0.1063031498907565,0.0079500129843153,17.180913789679714,s,,314.2148785903454,43.38047442503331,GDR1_2162091278451209472,314.2148785903454,43.38047442503331,13.441,12.415,12.017,0.026,0.031,0.022,AAA,222.0,314.2148785903454,43.38047442503331,J205651.57+432249.9,314.214901,43.380531,11.867,11.708,11.31,7.383,0.025,0.025,,0.3,00o0,1,21nn,AAUB,11.65,0.05,11.59,0.05,11.46,0.06,11.42,0.06,6.66,0.05,,,314.21487388888886,43.38058888888888,0.0
171,GDR1_2162117563651224960,314.3612272648295,43.59153144981275,6.956136400980486,0.7089489665359745,0.0376513951425263,0.0133677853055834,17.195405385430462,qps,,314.3612272648295,43.59153144981275,GDR1_2162117563651224960,314.3612272648295,43.59153144981275,13.41,12.396,12.01,0.026,0.03,0.023,AAA,222.0,314.3612272648295,43.59153144981275,J205726.69+433530.2,314.3612396,43.5917378,11.601,11.515,10.162,6.101,0.023,0.023,0.095,0.077,hhhp,1,8800,AAAA,11.73,0.05,11.64,0.05,11.56,0.06,11.14,0.06,5.72,0.04,,,314.3612061111111,43.591678888888886,0.0
172,GDR1_2162121961697794304,314.2639594847423,43.69569038789106,200.49366411670584,0.8411093727307694,0.2439887762299257,0.058404740407986,16.536406207615894,qpd,l,314.2639594847423,43.69569038789106,GDR1_2162121961697794304,314.2639594847423,43.69569038789106,14.299,12.805,11.913,0.037,0.037,0.025,AAA,222.0,314.2639594847423,43.69569038789106,J205703.26+434144.2,314.263603,43.69563,10.283,9.482,7.467,5.246,0.022,0.021,0.02,0.214,0000,1,3321,AAAB,10.52,0.05,10.01,0.05,9.48,0.05,8.71,0.05,5.73,0.06,,,314.26388611111105,43.69576611111111,0.0
173,GDR1_2162122064777006080,314.30208780917013,43.68232215600878,1.4370376455985137,0.9401193681441397,0.0425385294357944,0.0576929662543649,18.530256577926423,s,,314.30208780917013,43.68232215600878,GDR1_2162122064777006080,314.30208780917013,43.68232215600878,14.811,13.941,13.288,0.046,0.051,0.038,AAA,222.0,314.30208780917013,43.68232215600878,J205712.49+434056.4,314.3020782,43.6823383,12.358,11.522,8.643,6.475,0.027,0.026,0.119,0.2,0h0d,0,2211,AABB,11.98,0.05,11.38,0.05,10.89,0.06,10.07,0.06,6.07,0.05,,,314.3020630555555,43.68241111111111,0.0
174,GDR1_2162122339654917120,314.2815455457374,43.699905814840704,7.152707035972966,0.6870384469248401,0.4293499754172435,0.017603371156526,16.748250714950167,qpd,,314.2815455457374,43.699905814840704,GDR1_2162122339654917120,314.2815455457374,43.699905814840704,13.454,12.445,11.912,0.032,0.033,0.026,AAA,222.0,314.2815455457374,43.699905814840704,J205707.56+434159.8,314.2815048,43.6999688,11.347,10.886,8.466,5.856,0.048,0.049,0.15,0.397,dd0d,0,nnnn,AABC,,,,,,,,,,,,,,,0.0
175,GDR1_2162126187945624704,314.50575275109367,43.75559320151324,,0.8029636008967805,0.2927479939902208,0.0377022683703019,16.628129056291392,qpd,,314.50575275109367,43.75559320151324,GDR1_2162126187945624704,314.50575275109367,43.75559320151324,13.11,11.873,11.051,0.027,0.03,0.019,AAA,222.0,314.50575275109367,43.75559320151324,J205801.37+434520.1,314.5057421,43.7555991,9.861,9.096,6.643,4.345,0.023,0.02,0.021,0.035,0h0p,0,9911,AAAA,9.85,0.05,9.32,0.05,8.87,0.05,8.0,0.05,4.44,0.04,,,314.5056761111111,43.75571805555555,0.0
176,GDR1_2162126325384584576,314.53692232894724,43.783272613953606,5.9104816426812725,0.7028180176048404,-0.0227121680192223,0.022982457695169,17.284203926158938,qps,,314.53692232894724,43.783272613953606,GDR1_2162126325384584576,314.53692232894724,43.783272613953606,13.347,12.236,11.686,0.03,0.033,0.021,AAA,222.0,314.53692232894724,43.783272613953606,J205808.85+434659.8,314.5369015,43.7832836,10.703,10.012,7.99,5.878,0.022,0.019,0.058,0.069,0h0p,0,2400,AAAA,10.96,0.06,10.47,0.05,10.07,0.06,9.29,0.06,6.56,0.05,,,314.5369569444444,43.78343999999999,0.0
177,GDR1_2162127562335172992,314.5252253995614,43.82579207636382,3.9311404607718727,0.6183987938433609,0.0827501751532576,0.0135479092670617,17.015865100662253,qps,l,314.5252253995614,43.82579207636382,GDR1_2162127562335172992,314.5252253995614,43.82579207636382,13.891,13.124,12.775,0.027,0.028,0.023,AAA,222.0,314.5252253995614,43.82579207636382,J205806.03+434932.8,314.5251483,43.8258005,12.404,12.3,10.313,8.386,0.027,0.028,,,0h00,1,99nn,AAUU,12.64,0.06,12.46,0.06,12.46,0.06,11.93,0.08,7.14,0.05,,,314.5251769444444,43.8258861111111,0.0
178,GDR1_2162127974652045056,314.5254813603184,43.883630729713374,4.14011553957902,0.7719764668549446,-0.02421886872932,0.0178988369933076,16.54455093311037,p,l,314.5254813603184,43.883630729713374,GDR1_2162127974652045056,314.5254813603184,43.883630729713374,13.413,12.578,12.206,0.024,0.028,0.018,AAA,222.0,314.5254813603184,43.883630729713374,J205806.11+435301.1,314.5254624,43.8836466,11.578,11.063,9.143,7.014,0.024,0.023,0.086,,0dh0,1,990n,AAAU,11.55,0.05,11.22,0.05,10.83,0.06,9.97,0.06,6.74,0.09,,,314.5254211111111,43.88373611111111,0.0
179,GDR1_2162128009011784832,314.5450978433306,43.88560765849444,,0.6799466929638948,0.1998030817041004,0.0231156185999888,15.738759987959863,apd,,314.5450978433306,43.88560765849444,GDR1_2162128009011784832,314.5450978433306,43.88560765849444,12.322,11.275,10.869,0.027,0.031,0.026,AAA,222.0,,,,,,,,,,,,,,, ,,,9.85,0.05,9.25,0.05,8.46,0.05,6.93,0.05,3.15,0.04,,,314.5448911111111,43.88582194444444,0.0
180,GDR1_2162134880959435904,314.1945193774256,43.76723966253287,3.3715123096417754,0.2160275648175984,-0.0325540819026731,0.0082420557428097,17.128751480132447,p,,314.1945193774256,43.76723966253287,GDR1_2162134880959435904,314.1945193774256,43.76723966253287,12.834,11.986,11.677,0.029,0.031,0.026,AAA,222.0,314.1945193774256,43.76723966253287,J205646.67+434602.0,314.1944929,43.7672462,11.141,10.495,7.973,6.094,0.026,0.026,0.041,,00o0,0,990n,AAAU,11.01,0.05,10.47,0.05,9.91,0.06,8.86,0.06,5.73,0.0,,,314.19454999999994,43.76722694444444,0.0
181,GDR1_2162135327636039936,314.2472540277824,43.79804463179902,210.936349905104,0.6866816189863842,-0.4282152312939677,0.0485056496764163,17.989592233112578,b,,314.2472540277824,43.79804463179902,GDR1_2162135327636039936,314.2472540277824,43.79804463179902,14.286,13.485,13.174,0.031,0.033,0.033,AAA,222.0,314.2472540277824,43.79804463179902,J205659.34+434752.9,314.247255,43.7980421,12.839,12.355,10.293,7.131,0.033,0.033,,,0h0h,0,10nn,AAUU,,,,,,,,,,,,,,,0.0
182,GDR1_2162221536218867072,314.59855597445545,43.88205500064751,18.995635170331266,0.3861002625297746,0.0393850269933367,0.0151388629513511,17.01047079271523,p,,314.59855597445545,43.88205500064751,GDR1_2162221536218867072,314.59855597445545,43.88205500064751,12.871,12.065,11.74,0.028,0.036,0.033,AEE,222.0,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,0.0
183,GDR1_2162221639298015872,314.61260429407434,43.88890231742855,182.4307119174757,0.8913728545567826,0.0750956892762551,0.0307008338365686,17.64846815231788,s,,314.61260429407434,43.88890231742855,GDR1_2162221639298015872,314.61260429407434,43.88890231742855,14.017,12.924,12.25,0.036,0.039,0.036,AAA,222.0,314.61260429407434,43.88890231742855,J205827.02+435320.2,314.6126041,43.8889607,11.312,10.816,8.825,7.022,0.024,0.02,0.07,0.152,0ddd,1,8900,AAAB,11.26,0.05,10.91,0.05,10.56,0.06,9.81,0.06,6.94,0.07,,,314.61257888888883,43.88902305555555,0.0
184,GDR1_2162221673657763584,314.6267388988931,43.89975752674886,6.446772245651842,0.8604817411091007,0.1087614501518378,0.0484184888056469,18.6480362367893,qps,,314.6267388988931,43.89975752674886,GDR1_2162221673657763584,314.6267388988931,43.89975752674886,14.822,13.672,12.894,0.048,0.044,0.037,AAA,222.0,314.6267388988931,43.89975752674886,J205830.43+435359.1,314.6267958,43.8997503,12.064,11.335,9.745,8.335,0.031,0.027,0.191,,00d0,0,nnnn,AABU,,,,,,,,,,,,,,,0.0
185,GDR1_2162221673657766272,314.62700181220225,43.90262235999385,167.3534413933319,0.7086892717928774,0.0809884946605386,0.0111968570121612,17.284063567880793,qps,,314.62700181220225,43.90262235999385,GDR1_2162221673657766272,314.62700181220225,43.90262235999385,13.792,12.841,12.407,0.028,0.035,0.023,AAA,222.0,314.62700181220225,43.90262235999385,J205830.42+435409.2,314.6267817,43.9025637,11.724,11.259,9.697,8.824,0.025,0.023,0.145,,0000,1,880n,AABU,11.8,0.05,11.41,0.05,10.94,0.06,9.9,0.06,7.3,0.06,,,314.62695305555553,43.902678888888886,0.0
186,GDR1_2162221776736976896,314.57094734880053,43.89535910826638,106.01881179586056,0.8666928509678871,0.3383383582790318,0.0177478603899404,12.71868739143969,l,,314.57094734880053,43.89535910826638,GDR1_2162221776736976896,314.57094734880053,43.89535910826638,13.252,12.213,11.459,0.045,0.046,0.043,AAA,222.0,314.57094734880053,43.89535910826638,J205817.05+435343.4,314.571067,43.8953925,8.661,7.949,6.634,4.358,0.021,0.021,0.026,0.062,hddd,3,9988,AAAA,9.95,0.06,9.25,0.06,8.58,0.05,7.82,0.05,5.42,0.0,,,314.57098388888886,43.895355,0.0
187,GDR1_2162221811096717952,314.5817321920033,43.89846388188703,,0.8543773000367536,0.0104295527499097,0.0154713853902834,16.332937650662256,qps,,314.5817321920033,43.89846388188703,GDR1_2162221811096717952,314.5817321920033,43.89846388188703,12.688,11.488,10.918,0.031,0.039,0.035,AAA,222.0,,,,,,,,,,,,,,, ,,,10.0,0.05,9.5,0.05,9.03,0.05,8.11,0.05,4.77,0.07,,,314.5817569444444,43.89852888888888,0.0
188,GDR1_2162223086709799296,314.72174296798727,43.9758002436749,106.01881179586056,0.7985119957802332,0.5339192567998963,0.0234434100246593,18.769012180936453,qpd,,314.72174296798727,43.9758002436749,GDR1_2162223086709799296,314.72174296798727,43.9758002436749,14.587,13.764,13.403,0.036,0.037,0.036,AAA,222.0,314.72174296798727,43.9758002436749,J205853.22+435832.8,314.7217571,43.9757888,13.014,12.605,11.987,8.345,0.027,0.027,,,0000,0,55nn,AAUU,,,,,,,,,,,,,,,0.0
189,GDR1_2162224147560188672,314.6975081853883,44.026321614100105,10.168969763239332,0.6585724199100889,0.3550870391237541,0.0214656251664618,18.83293866621881,qpd,,314.6975081853883,44.026321614100105,GDR1_2162224147560188672,314.6975081853883,44.026321614100105,14.509,13.738,13.324,0.032,0.036,0.033,AAA,222.0,314.6975081853883,44.026321614100105,J205847.38+440134.7,314.6974542,44.0263328,12.787,12.171,10.307,8.257,0.05,0.04,0.21,0.479,0h00,0,nnnn,AABC,12.68,0.06,12.22,0.06,11.71,0.06,10.69,0.06,7.4,0.05,,,314.69751,44.02630194444444,0.0
190,GDR1_2162227205576431488,314.63997369544984,44.05985047413489,6.652886451690831,0.9330818265499016,0.0146317441021981,0.0824209150927301,16.058203364126395,s,,314.63997369544984,44.05985047413489,GDR1_2162227205576431488,314.63997369544984,44.05985047413489,13.551,12.569,11.859,0.03,0.035,0.026,AAA,222.0,314.63997369544984,44.05985047413489,J205833.58+440335.5,314.6399381,44.0598693,10.883,10.293,8.693,7.578,0.023,0.02,0.032,0.205,0h00,1,995n,AAAB,10.93,0.06,10.37,0.05,10.1,0.06,9.58,0.06,6.73,0.05,,,314.6399230555555,44.05982999999999,0.0
191,GDR1_2162231676644797824,314.8864393131778,44.14306109748972,0.8387927498138132,0.8046662292755357,0.0983652124926659,0.0093283588998315,18.335167832031253,qps,,314.8864393131778,44.14306109748972,GDR1_2162231676644797824,314.8864393131778,44.14306109748972,13.882,12.766,12.368,0.027,0.036,0.026,AAA,222.0,314.8864393131778,44.14306109748972,J205932.69+440835.2,314.8862253,44.1431345,12.019,11.759,11.371,9.09,0.025,0.024,0.23,,0h00,0,00nn,AABU,,,,,,,,,,,,,,,0.0
192,GDR1_2162235726791704960,314.7046177588673,44.27115999428571,0.5428889482774951,0.9245515600179658,0.3098709468372393,0.0836125774910061,18.248531540601505,apd,,314.7046177588673,44.27115999428571,GDR1_2162235726791704960,314.7046177588673,44.27115999428571,14.985,13.648,12.787,0.035,0.036,0.03,AAA,222.0,314.7046177588673,44.27115999428571,J205849.10+441616.1,314.7045963,44.2711635,11.612,11.053,9.413,6.829,0.022,0.02,0.032,0.06,hhHH,1,32nn,AAAA,11.73,0.05,11.26,0.05,10.86,0.06,10.26,0.06,7.96,0.09,,,314.70465111111105,44.27114111111111,0.0
193,GDR1_2162235795513138560,314.81188288335704,44.20792432338372,0.9798362611003212,0.7600532765020602,-0.0680676726694403,0.024746607800246,18.634627979133857,qps,,314.81188288335704,44.20792432338372,GDR1_2162235795513138560,314.81188288335704,44.20792432338372,14.313,12.934,12.059,,0.048,0.036,UAA,622.0,314.81188288335704,44.20792432338372,J205914.87+441228.7,314.8119828,44.207998,10.745,9.999,8.424,5.996,0.021,0.019,0.029,0.056,0000,1,9900,AAAA,10.67,0.06,10.14,0.05,9.87,0.06,9.23,0.05,6.39,0.04,,,314.8118588888888,44.207858888888886,0.0
194,GDR1_2162239506362783488,314.4054311152652,44.112204802183285,0.5219501887700992,0.9287030659948556,-0.126216626757765,0.0227765901084164,18.559317752327743,s,,314.4054311152652,44.112204802183285,GDR1_2162239506362783488,314.4054311152652,44.112204802183285,13.854,12.907,12.16,0.031,0.038,0.03,AAA,222.0,314.4054311152652,44.112204802183285,J205737.29+440643.9,314.4054005,44.1122121,11.649,10.864,9.25,6.41,0.027,0.022,,,0000,0,13nn,AAUU,11.2,0.05,10.66,0.05,10.48,0.06,9.95,0.06,7.36,0.09,,,314.40542611111107,44.1121711111111,0.0
195,GDR1_2162240708953684992,314.5397046059057,44.184086431612,191.14715251466205,0.8583926283533158,0.186400339072826,0.0476137070144411,18.411467504299065,s,,314.5397046059057,44.184086431612,GDR1_2162240708953684992,314.5397046059057,44.184086431612,13.522,12.52,12.089,0.024,0.028,0.023,AAA,222.0,314.5397046059057,44.184086431612,J205809.51+441102.6,314.5396335,44.1840693,11.594,11.175,9.205,6.97,0.024,0.023,0.052,0.148,0000,1,990n,AAAB,11.39,0.05,11.11,0.05,10.87,0.06,10.11,0.06,6.49,0.05,,,314.5397030555555,44.18404388888888,0.0
196,GDR1_2162251394832460672,314.55137913084803,44.34949107285121,6.431558992790259,0.1552577367433946,0.1803249424219737,0.0092116082260793,17.879340285321103,p,,314.55137913084803,44.34949107285121,GDR1_2162251394832460672,314.55137913084803,44.34949107285121,13.893,12.927,12.564,0.025,0.033,0.028,AAA,222.0,314.55137913084803,44.34949107285121,J205812.31+442058.1,314.5513303,44.3494931,12.315,12.106,10.139,6.955,0.024,0.024,0.081,,0h00,0,000n,AAAU,12.2,0.05,12.0,0.05,11.72,0.06,11.25,0.06,8.4,0.08,,,314.5513919444444,44.34949888888888,0.0
197,GDR1_2162872928138757248,313.3151536451038,43.73966973033053,0.4999702430954969,0.7447688956411799,-0.5085388453162565,0.0804145369625174,17.450247625,b,,313.3151536451038,43.73966973033053,GDR1_2162872928138757248,313.3151536451038,43.73966973033053,14.068,13.215,12.542,0.03,0.036,0.028,AAA,222.0,313.3151536451038,43.73966973033053,J205315.63+434422.4,313.3151394,43.7395565,11.968,11.535,9.099,6.303,0.024,0.022,0.046,0.074,0000,1,9911,AAAA,11.73,0.05,11.26,0.05,10.98,0.06,10.19,0.06,6.93,0.05,,,313.315125,43.73967694444444,0.0
198,GDR1_2162886568955114112,313.4279200391176,44.06351857361957,0.904352197775138,0.8517724855543961,0.3078868459580826,0.032486223857233,15.453546489272028,qpd,,313.4279200391176,44.06351857361957,GDR1_2162886568955114112,313.4279200391176,44.06351857361957,12.095,10.955,10.312,0.023,0.029,0.023,AAA,222.0,313.4279200391176,44.06351857361957,J205342.69+440348.7,313.4278986,44.0635302,9.355,8.842,7.355,5.617,0.023,0.019,0.026,0.143,0000,0,0410,AAAB,9.39,0.05,9.05,0.05,8.78,0.05,8.13,0.05,5.17,0.04,,,313.4279780555555,44.063515,0.0
199,GDR1_2162886775113495552,313.5160985001989,44.029936251960095,4.90179309050564,0.8523987544075043,0.2205815584652544,0.0568378252081074,16.716647277254904,qps,,313.5160985001989,44.029936251960095,GDR1_2162886775113495552,313.5160985001989,44.029936251960095,13.353,11.981,11.069,0.031,0.033,0.022,AAA,222.0,313.5160985001989,44.029936251960095,J205403.86+440147.6,313.5161012,44.0299157,9.993,9.271,6.938,4.637,0.022,0.02,0.017,0.064,0hd0,1,9910,AAAA,9.7,0.05,9.19,0.05,8.75,0.05,7.93,0.05,4.79,0.04,,,313.5160519444444,44.029918888888886,0.0
200,GDR1_2162902683672550912,314.0487983814546,44.18196083626438,0.8155199444573179,0.8143282645647754,0.4862021462199962,0.0401527113786507,16.040120445676695,qpd,,314.0487983814546,44.18196083626438,GDR1_2162902683672550912,314.0487983814546,44.18196083626438,13.032,12.012,11.379,0.023,0.028,0.021,AAA,222.0,314.0487983814546,44.18196083626438,J205611.70+441055.0,314.0487661,44.1819711,10.67,10.199,9.199,8.151,0.024,0.022,0.093,0.52,dd00,0,541n,AAAC,10.68,0.06,10.27,0.05,9.99,0.06,9.63,0.06,7.45,0.06,,,314.0486761111111,44.18196888888888,0.0
201,GDR1_2162903680105026176,313.92714208954806,44.23687717027233,9.017099354611185,0.6280255477645059,0.5265427382700042,0.0393786870663908,18.299030080268203,qpd,,313.92714208954806,44.23687717027233,GDR1_2162903680105026176,313.92714208954806,44.23687717027233,14.25,13.214,12.633,0.047,0.049,0.042,AAA,222.0,313.92714208954806,44.23687717027233,J205542.54+441412.3,313.927269,44.2367667,11.723,11.371,9.236,7.043,0.025,0.023,0.044,,hh0D,1,660n,AAAU,11.95,0.05,11.66,0.05,11.41,0.06,10.99,0.07,6.67,0.06,,,313.92709388888886,44.23682805555555,0.0
202,GDR1_2162904161141389696,313.98792998351576,44.25995103288663,8.745172010390942,0.7158902172121697,0.5134096096944759,0.0432331100450497,17.040008815599993,qpd,,313.98792998351576,44.25995103288663,GDR1_2162904161141389696,313.98792998351576,44.25995103288663,13.427,12.403,11.912,0.026,0.03,0.027,AAA,222.0,313.98792998351576,44.25995103288663,J205557.09+441535.9,313.9878805,44.2599862,11.337,10.924,10.177,6.921,0.024,0.022,,,000p,1,21nn,AAUU,11.09,0.05,10.78,0.05,10.46,0.06,9.85,0.06,7.32,0.07,,,313.9878538888888,44.25995611111111,0.0
203,GDR1_2162909830498130048,313.76259600948583,44.18112215981157,138.84866206827758,0.8164960798411438,0.1775124550529674,0.0175408163787541,16.323365861235956,qps,,313.76259600948583,44.18112215981157,GDR1_2162909830498130048,313.76259600948583,44.18112215981157,12.425,11.107,10.248,0.023,0.029,0.022,AAA,222.0,313.76259600948583,44.18112215981157,J205503.01+441052.0,313.762581,44.1811185,8.988,8.236,6.038,4.074,0.022,0.019,0.02,0.05,00dh,0,0111,AAAA,8.98,0.05,8.38,0.05,7.89,0.05,6.95,0.05,3.81,0.04,,,313.7625730555555,44.18111,0.0
204,GDR1_2162924673904534272,313.22628231487136,43.871243289641264,118.41887778030338,0.8397345610309449,0.438270115886591,0.0464108737890859,17.327595406333337,qpd,,313.22628231487136,43.871243289641264,GDR1_2162924673904534272,313.22628231487136,43.871243289641264,13.967,12.668,11.88,0.031,0.032,0.026,AAA,222.0,313.22628231487136,43.871243289641264,J205254.30+435216.5,313.2262665,43.8712557,10.907,10.326,7.816,6.173,0.024,0.021,0.036,0.08,0000,0,4111,AAAA,10.75,0.05,10.25,0.05,9.97,0.06,9.12,0.05,5.95,0.04,,,313.2262569444444,43.87120805555555,0.0
